0.000,5.0000000000
0.001,5.8478300000
0.002,6.5246961151
0.003,7.0634590180
0.004,7.4906702481
0.005,7.8277835116
0.006,8.0921334224
0.007,8.2977263323
0.008,8.4558793299
0.009,8.5757365563
0.010,8.6646863933
0.011,8.7286985545
0.012,8.7725964578
0.013,8.8002773058
0.014,8.8148899111
0.015,8.8189783817
0.016,8.8145982199
0.017,8.8034101309
0.018,8.7867558214
0.019,8.7657192450
0.020,8.7411760893
0.021,8.7138337621
0.022,8.6842637001
0.023,8.6529274751
0.024,8.6201978877
0.025,8.5863760113
0.026,8.5517049639
0.027,8.5163810355
0.028,8.4805626796
0.029,8.4443777779
0.030,8.4079295109
0.031,8.3713011004
0.032,8.3345596428
0.033,8.2977592051
0.034,8.2609433274
0.035,8.2241470445
0.036,8.1873985195
0.037,8.1507203641
0.038,8.1141307046
0.039,8.0776440439
0.040,8.0412719579
0.041,8.0050236581
0.042,7.9689064460
0.043,7.9329260805
0.044,7.8970870750
0.045,7.8613929368
0.046,7.8258463609
0.047,7.7904493869
0.048,7.7552035252
0.049,7.7201098593
0.050,7.6851691283
0.051,7.6503817937
0.052,7.6157480934
0.053,7.5812680852
0.054,7.5469416817
0.055,7.5127686794
0.056,7.4787487808
0.057,7.4448816139
0.058,7.4111667463
0.059,7.3776036980
0.060,7.3441919508
0.061,7.3109309564
0.062,7.2778201426
0.063,7.2448589185
0.064,7.2120466789
0.065,7.1793828074
0.066,7.1468666791
0.067,7.1144976630
0.068,7.0822751235
0.069,7.0501984221
0.070,7.0182669183
0.071,6.9864799709
0.072,6.9548369381
0.073,6.9233371787
0.074,6.8919800525
0.075,6.8607649203
0.076,6.8296911445
0.077,6.7987580896
0.078,6.7679651217
0.079,6.7373116093
0.080,6.7067969232
0.081,6.6764204366
0.082,6.6461815250
0.083,6.6160795666
0.084,6.5861139422
0.085,6.5562840351
0.086,6.5265892312
0.087,6.4970289192
0.088,6.4676024904
0.089,6.4383093387
0.090,6.4091488608
0.091,6.3801204559
0.092,6.3512235262
0.093,6.3224574762
0.094,6.2938217133
0.095,6.2653156475
0.096,6.2369386915
0.097,6.2086902605
0.098,6.1805697725
0.099,6.1525766480
0.100,6.1247103103
0.101,6.0969701850
0.102,6.0693557007
0.103,6.0418662881
0.104,6.0145013810
0.105,5.9872604153
0.106,5.9601428298
0.107,5.9331480656
0.108,5.9062755664
0.109,5.8795247786
0.110,5.8528951508
0.111,5.8263861342
0.112,5.7999971827
0.113,5.7737277523
0.114,5.7475773019
0.115,5.7215452924
0.116,5.6956311874
0.117,5.6698344531
0.118,5.6441545576
0.119,5.6185909719
0.120,5.5931431691
0.121,5.5678106249
0.122,5.5425928172
0.123,5.5174892264
0.124,5.4924993351
0.125,5.4676226284
0.126,5.4428585936
0.127,5.4182067205
0.128,5.3936665009
0.129,5.3692374293
0.130,5.3449190022
0.131,5.3207107184
0.132,5.2966120792
0.133,5.2726225878
0.134,5.2487417500
0.135,5.2249690737
0.136,5.2013040688
0.137,5.1777462479
0.138,5.1542951254
0.139,5.1309502180
0.140,5.1077110448
0.141,5.0845771267
0.142,5.0615479871
0.143,5.0386231514
0.144,5.0158021472
0.145,4.9930845042
0.146,4.9704697543
0.147,4.9479574314
0.148,4.9255470717
0.149,4.9032382133
0.150,4.8810303965
0.151,4.8589231637
0.152,4.8369160593
0.153,4.8150086297
0.154,4.7932004236
0.155,4.7714909915
0.156,4.7498798862
0.157,4.7283666621
0.158,4.7069508760
0.159,4.6856320867
0.160,4.6644098546
0.161,4.6432837427
0.162,4.6222533154
0.163,4.6013181394
0.164,4.5804777834
0.165,4.5597318177
0.166,4.5390798150
0.167,4.5185213497
0.168,4.4980559980
0.169,4.4776833383
0.170,4.4574029507
0.171,4.4372144174
0.172,4.4171173223
0.173,4.3971112512
0.174,4.3771957919
0.175,4.3573705340
0.176,4.3376350689
0.177,4.3179889899
0.178,4.2984318923
0.179,4.2789633730
0.180,4.2595830307
0.181,4.2402904662
0.182,4.2210852819
0.183,4.2019670819
0.184,4.1829354724
0.185,4.1639900611
0.186,4.1451304576
0.187,4.1263562733
0.188,4.1076671213
0.189,4.0890626165
0.190,4.0705423755
0.191,4.0521060166
0.192,4.0337531600
0.193,4.0154834274
0.194,3.9972964423
0.195,3.9791918299
0.196,3.9611692173
0.197,3.9432282329
0.198,3.9253685070
0.199,3.9075896717
0.200,3.8898913606
0.201,3.8722732089
0.202,3.8547348535
0.203,3.8372759332
0.204,3.8198960880
0.205,3.8025949599
0.206,3.7853721923
0.207,3.7682274303
0.208,3.7511603206
0.209,3.7341705115
0.210,3.7172576529
0.211,3.7004213963
0.212,3.6836613947
0.213,3.6669773027
0.214,3.6503687765
0.215,3.6338354739
0.216,3.6173770542
0.217,3.6009931782
0.218,3.5846835083
0.219,3.5684477084
0.220,3.5522854439
0.221,3.5361963817
0.222,3.5201801904
0.223,3.5042365398
0.224,3.4883651014
0.225,3.4725655482
0.226,3.4568375546
0.227,3.4411807964
0.228,3.4255949510
0.229,3.4100796972
0.230,3.3946347154
0.231,3.3792596872
0.232,3.3639542958
0.233,3.3487182257
0.234,3.3335511632
0.235,3.3184527955
0.236,3.3034228115
0.237,3.2884609015
0.238,3.2735667573
0.239,3.2587400718
0.240,3.2439805396
0.241,3.2292878564
0.242,3.2146617196
0.243,3.2001018276
0.244,3.1856078806
0.245,3.1711795797
0.246,3.1568166277
0.247,3.1425187286
0.248,3.1282855877
0.249,3.1141169118
0.250,3.1000124088
0.251,3.0859717882
0.252,3.0719947605
0.253,3.0580810378
0.254,3.0442303333
0.255,3.0304423617
0.256,3.0167168387
0.257,3.0030534816
0.258,2.9894520087
0.259,2.9759121398
0.260,2.9624335959
0.261,2.9490160992
0.262,2.9356593732
0.263,2.9223631427
0.264,2.9091271336
0.265,2.8959510733
0.266,2.8828346902
0.267,2.8697777140
0.268,2.8567798757
0.269,2.8438409073
0.270,2.8309605423
0.271,2.8181385152
0.272,2.8053745619
0.273,2.7926684192
0.274,2.7800198254
